"Date","Price","Open","High","Low","Change %"
"Sep 22, 2015","6.3760","6.3690","6.3770","6.3680","0.11"
"Sep 21, 2015","6.3691","6.3640","6.3708","6.3623","0.08"
"Sep 18, 2015","6.3643","6.3650","6.3665","6.3580","-0.03"
"Sep 17, 2015","6.3660","6.3706","6.3721","6.3630","-0.08"
"Sep 16, 2015","6.3709","6.3690","6.3745","6.3677","0.01"
"Sep 15, 2015","6.3700","6.3650","6.3722","6.3609","0.03"
"Sep 14, 2015","6.3679","6.3730","6.3760","6.3655","-0.11"
"Sep 11, 2015","6.3750","6.3644","6.3775","6.3616","-0.03"
"Sep 10, 2015","6.3772","6.3778","6.3858","6.3680","-0.01"
"Sep 09, 2015","6.3778","6.3600","6.3800","6.3600","0.17"
"Sep 08, 2015","6.3672","6.3683","6.3702","6.3600","0.02"
"Sep 07, 2015","6.3659","6.3559","6.3704","6.3545","0.16"
"Sep 04, 2015","6.3559","6.3549","6.3559","6.3549","0.00"
"Sep 03, 2015","6.3559","6.3549","6.3559","6.3549","0.00"
"Sep 02, 2015","6.3559","6.3641","6.3668","6.3540","-0.14"
"Sep 01, 2015","6.3645","6.3760","6.3775","6.3620","-0.19"
"Aug 31, 2015","6.3764","6.3888","6.3892","6.3740","-0.19"
"Aug 28, 2015","6.3885","6.4043","6.4063","6.3825","-0.26"
"Aug 27, 2015","6.4053","6.4095","6.4166","6.3999","-0.09"
"Aug 26, 2015","6.4110","6.4115","6.4260","6.4038","-0.03"
"Aug 25, 2015","6.4129","6.4044","6.4211","6.4010","0.13"
"Aug 24, 2015","6.4044","6.3877","6.4059","6.3860","0.24"
"Aug 21, 2015","6.3888","6.3860","6.3993","6.3860","-0.00"
"Aug 20, 2015","6.3890","6.3920","6.4012","6.3820","-0.11"
"Aug 19, 2015","6.3958","6.3918","6.4002","6.3911","0.03"
"Aug 18, 2015","6.3938","6.3935","6.4160","6.3850","-0.01"
"Aug 17, 2015","6.3947","6.3912","6.3966","6.3900","0.05"
"Aug 14, 2015","6.3918","6.3970","6.4024","6.3890","-0.11"
"Aug 13, 2015","6.3988","6.3860","6.4428","6.3825","0.18"
"Aug 12, 2015","6.3870","6.4199","6.4511","6.3763","0.98"
"Aug 11, 2015","6.3248","6.2500","6.3313","6.2500","1.86"
"Aug 10, 2015","6.2096","6.2096","6.2099","6.2084","-0.00"
"Aug 07, 2015","6.2097","6.2094","6.2107","6.2085","0.00"
